,ratio,n_hits,name,automl name,did,automl did,MaxNominalAttDistinctValues,MaxNominalAttDistinctValues,NumberOfClasses,NumberOfClasses,NumberOfFeatures,NumberOfFeatures,NumberOfInstances,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfNumericFeatures,NumberOfSymbolicFeatures,NumberOfSymbolicFeatures
139,0.75,1,QSAR-TID-100080,QSAR-TID-11,3113,3050,,,0.0,0.0,1026.0,1026.0,1157.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
140,0.75,1,QSAR-TID-100080,QSAR-TID-10980,3113,3277,,,0.0,0.0,1026.0,1026.0,1157.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
141,0.75,1,QSAR-TID-11866,QSAR-TID-11,3114,3050,,,0.0,0.0,1026.0,1026.0,47.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
142,0.75,1,QSAR-TID-11866,QSAR-TID-10980,3114,3277,,,0.0,0.0,1026.0,1026.0,47.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
143,0.75,1,QSAR-TID-11242,QSAR-TID-11,3115,3050,,,0.0,0.0,1026.0,1026.0,1107.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
144,0.75,1,QSAR-TID-11242,QSAR-TID-10980,3115,3277,,,0.0,0.0,1026.0,1026.0,1107.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
145,0.75,1,QSAR-TID-30000,QSAR-TID-11,3116,3050,,,0.0,0.0,1026.0,1026.0,83.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
146,0.75,1,QSAR-TID-30000,QSAR-TID-10980,3116,3277,,,0.0,0.0,1026.0,1026.0,83.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
147,0.75,1,QSAR-TID-11017,QSAR-TID-11,3117,3050,,,0.0,0.0,1026.0,1026.0,1211.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
148,0.75,1,QSAR-TID-11017,QSAR-TID-10980,3117,3277,,,0.0,0.0,1026.0,1026.0,1211.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
149,0.75,1,QSAR-TID-17084,QSAR-TID-11,3118,3050,,,0.0,0.0,1026.0,1026.0,1863.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
150,0.75,1,QSAR-TID-17084,QSAR-TID-10980,3118,3277,,,0.0,0.0,1026.0,1026.0,1863.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
151,0.75,1,QSAR-TID-227,QSAR-TID-11,3119,3050,,,0.0,0.0,1026.0,1026.0,1238.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
152,0.75,1,QSAR-TID-227,QSAR-TID-10980,3119,3277,,,0.0,0.0,1026.0,1026.0,1238.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
153,0.75,1,QSAR-TID-102465,QSAR-TID-11,3120,3050,,,0.0,0.0,1026.0,1026.0,73.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
154,0.75,1,QSAR-TID-102465,QSAR-TID-10980,3120,3277,,,0.0,0.0,1026.0,1026.0,73.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
155,0.75,1,QSAR-TID-11036,QSAR-TID-11,3121,3050,,,0.0,0.0,1026.0,1026.0,396.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
156,0.75,1,QSAR-TID-11036,QSAR-TID-10980,3121,3277,,,0.0,0.0,1026.0,1026.0,396.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
157,0.75,1,QSAR-TID-12014,QSAR-TID-11,3122,3050,,,0.0,0.0,1026.0,1026.0,22.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
158,0.75,1,QSAR-TID-12014,QSAR-TID-10980,3122,3277,,,0.0,0.0,1026.0,1026.0,22.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
159,0.75,1,QSAR-TID-30044,QSAR-TID-11,3123,3050,,,0.0,0.0,1026.0,1026.0,80.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
160,0.75,1,QSAR-TID-30044,QSAR-TID-10980,3123,3277,,,0.0,0.0,1026.0,1026.0,80.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
161,0.75,1,QSAR-TID-30010,QSAR-TID-11,3124,3050,,,0.0,0.0,1026.0,1026.0,82.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
162,0.75,1,QSAR-TID-30010,QSAR-TID-10980,3124,3277,,,0.0,0.0,1026.0,1026.0,82.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
163,0.75,1,QSAR-TID-20014,QSAR-TID-11,3125,3050,,,0.0,0.0,1026.0,1026.0,2625.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
164,0.75,1,QSAR-TID-20014,QSAR-TID-10980,3125,3277,,,0.0,0.0,1026.0,1026.0,2625.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
165,0.75,1,QSAR-TID-100416,QSAR-TID-11,3126,3050,,,0.0,0.0,1026.0,1026.0,122.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
166,0.75,1,QSAR-TID-100416,QSAR-TID-10980,3126,3277,,,0.0,0.0,1026.0,1026.0,122.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
167,0.75,1,QSAR-TID-12689,QSAR-TID-11,3127,3050,,,0.0,0.0,1026.0,1026.0,575.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
168,0.75,1,QSAR-TID-12689,QSAR-TID-10980,3127,3277,,,0.0,0.0,1026.0,1026.0,575.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
169,0.75,1,QSAR-TID-12863,QSAR-TID-11,3128,3050,,,0.0,0.0,1026.0,1026.0,30.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
170,0.75,1,QSAR-TID-12863,QSAR-TID-10980,3128,3277,,,0.0,0.0,1026.0,1026.0,30.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
171,0.75,1,QSAR-TID-280,QSAR-TID-11,3129,3050,,,0.0,0.0,1026.0,1026.0,3438.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
172,0.75,1,QSAR-TID-280,QSAR-TID-10980,3129,3277,,,0.0,0.0,1026.0,1026.0,3438.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
173,0.75,1,QSAR-TID-11043,QSAR-TID-11,3130,3050,,,0.0,0.0,1026.0,1026.0,35.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
174,0.75,1,QSAR-TID-11043,QSAR-TID-10980,3130,3277,,,0.0,0.0,1026.0,1026.0,35.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
175,0.75,1,QSAR-TID-23,QSAR-TID-11,3131,3050,,,0.0,0.0,1026.0,1026.0,198.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
176,0.75,1,QSAR-TID-23,QSAR-TID-10980,3131,3277,,,0.0,0.0,1026.0,1026.0,198.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
177,0.75,1,QSAR-TID-11473,QSAR-TID-11,3132,3050,,,0.0,0.0,1026.0,1026.0,1529.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
178,0.75,1,QSAR-TID-11473,QSAR-TID-10980,3132,3277,,,0.0,0.0,1026.0,1026.0,1529.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
179,0.75,1,QSAR-TID-11004,QSAR-TID-11,3133,3050,,,0.0,0.0,1026.0,1026.0,214.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
180,0.75,1,QSAR-TID-11004,QSAR-TID-10980,3133,3277,,,0.0,0.0,1026.0,1026.0,214.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
181,0.75,1,QSAR-TID-10842,QSAR-TID-11,3134,3050,,,0.0,0.0,1026.0,1026.0,782.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
182,0.75,1,QSAR-TID-10842,QSAR-TID-10980,3134,3277,,,0.0,0.0,1026.0,1026.0,782.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
183,0.75,1,QSAR-TID-101359,QSAR-TID-11,3135,3050,,,0.0,0.0,1026.0,1026.0,89.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
184,0.75,1,QSAR-TID-101359,QSAR-TID-10980,3135,3277,,,0.0,0.0,1026.0,1026.0,89.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
185,0.75,1,QSAR-TID-12847,QSAR-TID-11,3136,3050,,,0.0,0.0,1026.0,1026.0,215.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
186,0.75,1,QSAR-TID-12847,QSAR-TID-10980,3136,3277,,,0.0,0.0,1026.0,1026.0,215.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
187,0.75,1,QSAR-TID-30032,QSAR-TID-11,3138,3050,,,0.0,0.0,1026.0,1026.0,107.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
188,0.75,1,QSAR-TID-30032,QSAR-TID-10980,3138,3277,,,0.0,0.0,1026.0,1026.0,107.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
189,0.75,1,QSAR-TID-20113,QSAR-TID-11,3139,3050,,,0.0,0.0,1026.0,1026.0,728.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
190,0.75,1,QSAR-TID-20113,QSAR-TID-10980,3139,3277,,,0.0,0.0,1026.0,1026.0,728.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
191,0.75,1,QSAR-TID-100063,QSAR-TID-11,3140,3050,,,0.0,0.0,1026.0,1026.0,149.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
192,0.75,1,QSAR-TID-100063,QSAR-TID-10980,3140,3277,,,0.0,0.0,1026.0,1026.0,149.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
193,0.75,1,QSAR-TID-12725,QSAR-TID-11,3141,3050,,,0.0,0.0,1026.0,1026.0,141.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
194,0.75,1,QSAR-TID-12725,QSAR-TID-10980,3141,3277,,,0.0,0.0,1026.0,1026.0,141.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
195,0.75,1,QSAR-TID-12252,QSAR-TID-11,3142,3050,,,0.0,0.0,1026.0,1026.0,2998.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
196,0.75,1,QSAR-TID-12252,QSAR-TID-10980,3142,3277,,,0.0,0.0,1026.0,1026.0,2998.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
197,0.75,1,QSAR-TID-20139,QSAR-TID-11,3143,3050,,,0.0,0.0,1026.0,1026.0,108.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
198,0.75,1,QSAR-TID-20139,QSAR-TID-10980,3143,3277,,,0.0,0.0,1026.0,1026.0,108.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
199,0.75,1,QSAR-TID-100836,QSAR-TID-11,3144,3050,,,0.0,0.0,1026.0,1026.0,81.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
200,0.75,1,QSAR-TID-100836,QSAR-TID-10980,3144,3277,,,0.0,0.0,1026.0,1026.0,81.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
201,0.75,1,QSAR-TID-12067,QSAR-TID-11,3145,3050,,,0.0,0.0,1026.0,1026.0,406.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
202,0.75,1,QSAR-TID-12067,QSAR-TID-10980,3145,3277,,,0.0,0.0,1026.0,1026.0,406.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
203,0.75,1,QSAR-TID-10496,QSAR-TID-11,3146,3050,,,0.0,0.0,1026.0,1026.0,40.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
204,0.75,1,QSAR-TID-10496,QSAR-TID-10980,3146,3277,,,0.0,0.0,1026.0,1026.0,40.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
205,0.75,1,QSAR-TID-100027,QSAR-TID-11,3147,3050,,,0.0,0.0,1026.0,1026.0,24.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
206,0.75,1,QSAR-TID-100027,QSAR-TID-10980,3147,3277,,,0.0,0.0,1026.0,1026.0,24.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
207,0.75,1,QSAR-TID-13005,QSAR-TID-11,3149,3050,,,0.0,0.0,1026.0,1026.0,124.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
208,0.75,1,QSAR-TID-13005,QSAR-TID-10980,3149,3277,,,0.0,0.0,1026.0,1026.0,124.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
209,0.75,1,QSAR-TID-101231,QSAR-TID-11,3150,3050,,,0.0,0.0,1026.0,1026.0,79.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
210,0.75,1,QSAR-TID-101231,QSAR-TID-10980,3150,3277,,,0.0,0.0,1026.0,1026.0,79.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
211,0.75,1,QSAR-TID-30024,QSAR-TID-11,3151,3050,,,0.0,0.0,1026.0,1026.0,84.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
212,0.75,1,QSAR-TID-30024,QSAR-TID-10980,3151,3277,,,0.0,0.0,1026.0,1026.0,84.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
213,0.75,1,QSAR-TID-11908,QSAR-TID-11,3152,3050,,,0.0,0.0,1026.0,1026.0,83.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
214,0.75,1,QSAR-TID-11908,QSAR-TID-10980,3152,3277,,,0.0,0.0,1026.0,1026.0,83.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
215,0.75,1,QSAR-TID-197,QSAR-TID-11,3153,3050,,,0.0,0.0,1026.0,1026.0,1243.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
216,0.75,1,QSAR-TID-197,QSAR-TID-10980,3153,3277,,,0.0,0.0,1026.0,1026.0,1243.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
217,0.75,1,QSAR-TID-101448,QSAR-TID-11,3154,3050,,,0.0,0.0,1026.0,1026.0,80.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
218,0.75,1,QSAR-TID-101448,QSAR-TID-10980,3154,3277,,,0.0,0.0,1026.0,1026.0,80.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
219,0.75,1,QSAR-TID-11044,QSAR-TID-11,3155,3050,,,0.0,0.0,1026.0,1026.0,63.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
220,0.75,1,QSAR-TID-11044,QSAR-TID-10980,3155,3277,,,0.0,0.0,1026.0,1026.0,63.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
221,0.75,1,QSAR-TID-100107,QSAR-TID-11,3156,3050,,,0.0,0.0,1026.0,1026.0,41.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
222,0.75,1,QSAR-TID-100107,QSAR-TID-10980,3156,3277,,,0.0,0.0,1026.0,1026.0,41.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
223,0.75,1,QSAR-TID-101110,QSAR-TID-11,3157,3050,,,0.0,0.0,1026.0,1026.0,186.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
224,0.75,1,QSAR-TID-101110,QSAR-TID-10980,3157,3277,,,0.0,0.0,1026.0,1026.0,186.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
225,0.75,1,QSAR-TID-20104,QSAR-TID-11,3158,3050,,,0.0,0.0,1026.0,1026.0,116.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
226,0.75,1,QSAR-TID-20104,QSAR-TID-10980,3158,3277,,,0.0,0.0,1026.0,1026.0,116.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
227,0.75,1,QSAR-TID-20020,QSAR-TID-11,3159,3050,,,0.0,0.0,1026.0,1026.0,86.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
228,0.75,1,QSAR-TID-20020,QSAR-TID-10980,3159,3277,,,0.0,0.0,1026.0,1026.0,86.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
229,0.75,1,QSAR-TID-10929,QSAR-TID-11,3161,3050,,,0.0,0.0,1026.0,1026.0,154.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
230,0.75,1,QSAR-TID-10929,QSAR-TID-10980,3161,3277,,,0.0,0.0,1026.0,1026.0,154.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
231,0.75,1,QSAR-TID-11785,QSAR-TID-11,3162,3050,,,0.0,0.0,1026.0,1026.0,413.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
232,0.75,1,QSAR-TID-11785,QSAR-TID-10980,3162,3277,,,0.0,0.0,1026.0,1026.0,413.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
233,0.75,1,QSAR-TID-20158,QSAR-TID-11,3163,3050,,,0.0,0.0,1026.0,1026.0,257.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
234,0.75,1,QSAR-TID-20158,QSAR-TID-10980,3163,3277,,,0.0,0.0,1026.0,1026.0,257.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
235,0.75,1,QSAR-TID-136,QSAR-TID-11,3164,3050,,,0.0,0.0,1026.0,1026.0,4085.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
236,0.75,1,QSAR-TID-136,QSAR-TID-10980,3164,3277,,,0.0,0.0,1026.0,1026.0,4085.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
237,0.75,1,QSAR-TID-129,QSAR-TID-11,3165,3050,,,0.0,0.0,1026.0,1026.0,4089.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
238,0.75,1,QSAR-TID-129,QSAR-TID-10980,3165,3277,,,0.0,0.0,1026.0,1026.0,4089.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
239,0.75,1,QSAR-TID-279,QSAR-TID-11,3166,3050,,,0.0,0.0,1026.0,1026.0,126.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
240,0.75,1,QSAR-TID-279,QSAR-TID-10980,3166,3277,,,0.0,0.0,1026.0,1026.0,126.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
241,0.75,1,QSAR-TID-100848,QSAR-TID-11,3167,3050,,,0.0,0.0,1026.0,1026.0,60.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
242,0.75,1,QSAR-TID-100848,QSAR-TID-10980,3167,3277,,,0.0,0.0,1026.0,1026.0,60.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
243,0.75,1,QSAR-TID-10541,QSAR-TID-11,3169,3050,,,0.0,0.0,1026.0,1026.0,151.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
244,0.75,1,QSAR-TID-10541,QSAR-TID-10980,3169,3277,,,0.0,0.0,1026.0,1026.0,151.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
245,0.75,1,QSAR-TID-101309,QSAR-TID-11,3171,3050,,,0.0,0.0,1026.0,1026.0,73.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
246,0.75,1,QSAR-TID-101309,QSAR-TID-10980,3171,3277,,,0.0,0.0,1026.0,1026.0,73.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
247,0.75,1,QSAR-TID-12950,QSAR-TID-11,3172,3050,,,0.0,0.0,1026.0,1026.0,34.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
248,0.75,1,QSAR-TID-12950,QSAR-TID-10980,3172,3277,,,0.0,0.0,1026.0,1026.0,34.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
249,0.75,1,QSAR-TID-101584,QSAR-TID-11,3173,3050,,,0.0,0.0,1026.0,1026.0,74.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
250,0.75,1,QSAR-TID-101584,QSAR-TID-10980,3173,3277,,,0.0,0.0,1026.0,1026.0,74.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
251,0.75,1,QSAR-TID-103900,QSAR-TID-11,3175,3050,,,0.0,0.0,1026.0,1026.0,75.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
252,0.75,1,QSAR-TID-103900,QSAR-TID-10980,3175,3277,,,0.0,0.0,1026.0,1026.0,75.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
253,0.75,1,QSAR-TID-100871,QSAR-TID-11,3176,3050,,,0.0,0.0,1026.0,1026.0,84.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
254,0.75,1,QSAR-TID-100871,QSAR-TID-10980,3176,3277,,,0.0,0.0,1026.0,1026.0,84.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
255,0.75,1,QSAR-TID-103063,QSAR-TID-11,3177,3050,,,0.0,0.0,1026.0,1026.0,30.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
256,0.75,1,QSAR-TID-103063,QSAR-TID-10980,3177,3277,,,0.0,0.0,1026.0,1026.0,30.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
257,0.75,1,QSAR-TID-11140,QSAR-TID-11,3178,3050,,,0.0,0.0,1026.0,1026.0,3429.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
258,0.75,1,QSAR-TID-11140,QSAR-TID-10980,3178,3277,,,0.0,0.0,1026.0,1026.0,3429.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
259,0.75,1,QSAR-TID-100430,QSAR-TID-11,3179,3050,,,0.0,0.0,1026.0,1026.0,126.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
260,0.75,1,QSAR-TID-100430,QSAR-TID-10980,3179,3277,,,0.0,0.0,1026.0,1026.0,126.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
261,0.75,1,QSAR-TID-12162,QSAR-TID-11,3180,3050,,,0.0,0.0,1026.0,1026.0,111.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
262,0.75,1,QSAR-TID-12162,QSAR-TID-10980,3180,3277,,,0.0,0.0,1026.0,1026.0,111.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
263,0.75,1,QSAR-TID-133,QSAR-TID-11,3181,3050,,,0.0,0.0,1026.0,1026.0,3151.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
264,0.75,1,QSAR-TID-133,QSAR-TID-10980,3181,3277,,,0.0,0.0,1026.0,1026.0,3151.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
265,0.75,1,QSAR-TID-10266,QSAR-TID-11,3182,3050,,,0.0,0.0,1026.0,1026.0,1932.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
266,0.75,1,QSAR-TID-10266,QSAR-TID-10980,3182,3277,,,0.0,0.0,1026.0,1026.0,1932.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
267,0.75,1,QSAR-TID-30008,QSAR-TID-11,3183,3050,,,0.0,0.0,1026.0,1026.0,837.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
268,0.75,1,QSAR-TID-30008,QSAR-TID-10980,3183,3277,,,0.0,0.0,1026.0,1026.0,837.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
269,0.75,1,QSAR-TID-10116,QSAR-TID-11,3184,3050,,,0.0,0.0,1026.0,1026.0,399.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
270,0.75,1,QSAR-TID-10116,QSAR-TID-10980,3184,3277,,,0.0,0.0,1026.0,1026.0,399.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
271,0.75,1,QSAR-TID-11755,QSAR-TID-11,3185,3050,,,0.0,0.0,1026.0,1026.0,1089.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
272,0.75,1,QSAR-TID-11755,QSAR-TID-10980,3185,3277,,,0.0,0.0,1026.0,1026.0,1089.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
273,0.75,1,QSAR-TID-266,QSAR-TID-11,3187,3050,,,0.0,0.0,1026.0,1026.0,137.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
274,0.75,1,QSAR-TID-266,QSAR-TID-10980,3187,3277,,,0.0,0.0,1026.0,1026.0,137.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
275,0.75,1,QSAR-TID-101356,QSAR-TID-11,3189,3050,,,0.0,0.0,1026.0,1026.0,58.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
276,0.75,1,QSAR-TID-101356,QSAR-TID-10980,3189,3277,,,0.0,0.0,1026.0,1026.0,58.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
277,0.75,1,QSAR-TID-101548,QSAR-TID-11,3190,3050,,,0.0,0.0,1026.0,1026.0,66.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
