0,AutoCorrelation,Dimensionality,MajorityClassPercentage,MajorityClassSize,MinorityClassPercentage,MinorityClassSize,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
375,0.998293172690763,0.0015058729043268748,16.20319245055717,1614.0,7.850617407890774,782.0,0.0,9.0,15.0,9961.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,93.33333333333333,6.666666666666667,0.9313772552647366,0.1494829836361811,0.8306514044548622,0.9313772552647366,0.1494829836361811,0.8306514044548622,0.9313772552647366,0.1494829836361811,0.8306514044548622,3.132069248447984,0.6995060349463906,0.7398855536592711,0.1415848011503039,,0.9355658139422663,0.13542816986246362,0.846626111250799,0.9355658139422663,0.13542816986246362,0.846626111250799,0.9355658139422663,0.13542816986246362,0.846626111250799,,3.795248193837544,20.364320851319977,,9.0,1.6968856421615754,15.878836157411492,,-0.03718575752002872,2.053272292418996,,,9.0,0.10983669969140136,1.7055517441171866,,-0.8638008103013965,-0.5287156576648931,,9.0,-0.3778450818905286,0.09799855892164572,0.9851171280023755,0.14255596827627748,0.8384303372856463,,-0.4827535427937151,-0.21397178523742594,,-0.27264687767182605,0.15211050528196218,,-0.22106090185246963,-0.03520136607770305,,0.07469886495967731,0.22715601717489223,,-0.1384411182035048,0.3734329478466017,,0.2410532541165403,0.41269642879279056,0.9536005588376549,0.16373858046380885,0.8143941026682086,0.9536005588376549,0.16373858046380885,0.8143941026682086,0.9536005588376549,0.16373858046380885,0.8143941026682086,0.9089127672750837,0.1615299668707961,0.8169971694548026,0.9089127672750837,0.1615299668707961,0.8169971694548026,0.9089127672750837,0.1615299668707961,0.8169971694548026,0.0,0.989632407589842,0.018371649432787872,0.9791905174141027
377,0.991652754590985,0.10166666666666667,16.666666666666664,100.0,16.666666666666664,100.0,0.0,6.0,61.0,600.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,98.36065573770492,1.639344262295082,0.9408683333333333,0.12166666666666667,0.854,0.9408683333333333,0.12166666666666667,0.854,0.9408683333333333,0.12166666666666667,0.854,2.584962500721156,0.76097,0.6683333333333333,0.198,,0.9377633333333334,0.12666666666666668,0.848,0.9377633333333334,0.12666666666666668,0.848,0.9377633333333334,0.12666666666666668,0.848,,0.5983196312820076,32.22962866666667,,6.0,0.9337733090994105,15.601414392733059,,-0.5574061659983268,30.092165470408332,,,6.0,0.03400469950692755,9.75169124430971,,-1.2148844907036558,28.15420866666667,,6.0,-0.6919905704858198,3.4955073789367717,0.9984233333333334,0.05333333333333334,0.9359999999999999,,-1.117476593242353,29.729358858333335,,-0.04702230271975556,5.845370101335161,,-0.7518251958890263,30.088384741666665,,0.001865307229471839,9.569689723172296,,0.03284976007376039,30.456181854166665,,0.07697924382587969,13.531545232309803,0.9508683333333333,0.185,0.7779999999999999,0.9508683333333333,0.185,0.7779999999999999,0.9508683333333333,0.185,0.7779999999999999,0.925,0.125,0.85,0.925,0.125,0.85,0.925,0.125,0.85,0.0,0.979,0.035,0.958
378,0.45753703494289266,0.006897331524197196,65.61510628674809,5803.0,2.227498869289914,197.0,9.0,7.0,61.0,8844.0,8844.0,51515.0,0.0,61.0,14.754098360655737,100.0,9.548939356866933,0.0,100.0,0.9738297513660156,0.20386702849389415,0.6235303750294027,0.9738297513660156,0.20386702849389415,0.6235303750294027,0.9738297513660156,0.20386702849389415,0.6235303750294027,1.7577536209176452,0.9495404920616325,0.24197195838986885,0.5472382315828878,10.224375884924411,0.97161089454828,0.20330167345092717,0.6247113295602706,0.97161089454828,0.20330167345092717,0.6247113295602706,0.97161089454828,0.20330167345092717,0.6247113295602706,10.598838726852618,,,0.97954322347811,3890.0,,,1.9945867596287574,,,0.1719179381412815,10.601969993320964,163.7704918032787,,,-0.0,,,0.0,1.0,,,0.9614339593812163,0.27216191768430575,0.5326977644818253,0.9901108570044836,,,0.0475955703312125,,,1.3039702523283272,,,0.12039485913123499,,,2.465624372237914,,,0.199894232953185,,,0.4998277868413105,0.34384893713251924,0.0,0.4998277868413105,0.34384893713251924,0.0,0.4998277868413105,0.34384893713251924,0.0,0.9260414563036349,0.24694708276797828,0.5435019976415143,0.9260414563036349,0.24694708276797828,0.5435019976415143,0.9260414563036349,0.24694708276797828,0.5435019976415143,584.1293348064457,0.8891275550387581,0.2522614201718679,0.5377924306842575
381,0.4462854088722608,0.008149632598530394,64.15497661990648,4802.0,0.9485637942551771,71.0,8.0,7.0,61.0,7485.0,7485.0,52048.0,0.0,61.0,13.114754098360656,100.0,11.399410843545013,0.0,100.0,0.9686027717136919,0.2177688710754843,0.606445677597414,0.9686027717136919,0.2177688710754843,0.606445677597414,0.9686027717136919,0.2177688710754843,0.606445677597414,1.762306184096727,0.9461332389606766,0.24355377421509686,0.5549328164937253,9.620426854400598,0.9429330792181359,0.2447561790247161,0.5539384050422045,0.9429330792181359,0.2447561790247161,0.5539384050422045,0.9429330792181359,0.2447561790247161,0.5539384050422045,10.908633906879462,,,1.06166749180585,3594.0,,,2.0172371801364455,,,0.18318378287867848,10.012094785008614,153.34426229508196,,,-0.0,,,0.0,1.0,,,0.9585509303913612,0.27241148964595857,0.537966082186368,0.9155542815810692,,,0.044099980076795,,,1.3469605414642918,,,0.116809592986715,,,2.376487673821685,,,0.2239102808235025,,,0.4998263702816608,0.3584502338009352,0.0,0.4998263702816608,0.3584502338009352,0.0,0.4998263702816608,0.3584502338009352,0.0,0.659737687154159,0.3986639946559786,0.0996069515159578,0.659737687154159,0.3986639946559786,0.0996069515159578,0.659737687154159,0.3986639946559786,0.0996069515159578,538.5792385293581,0.8842752824973262,0.25905143620574483,0.5369041840258817
382,0.16813907096038758,0.008690696680438809,27.61077076506625,1938.0,3.6757372845134633,258.0,8.0,8.0,61.0,7019.0,7019.0,48089.0,0.0,61.0,13.114754098360656,100.0,11.231575185853854,0.0,100.0,0.7903714453605835,0.5485111839293346,0.28827201632685395,0.7903714453605835,0.5485111839293346,0.28827201632685395,0.7903714453605835,0.5485111839293346,0.28827201632685395,2.7584684466767917,0.7649964093493558,0.5542100014247043,0.2772002929222708,28.226612789918043,0.794716535497546,0.5526428266134777,0.2898287661764161,0.794716535497546,0.5526428266134777,0.2898287661764161,0.794716535497546,0.5526428266134777,0.2898287661764161,7.915126707190236,,,0.80654025223146,488.0,,,1.9199535044430214,,,0.09772580462300666,18.646330995682842,49.03278688524591,,,-0.0,,,0.0,1.0,,,0.7383513949164907,0.6818635133209859,0.20685383706253013,0.918606251363508,,,0.02064051789118,,,1.2973171920283262,,,0.052036475211604996,,,2.4335107588316895,,,0.1272600779860775,,,0.49985767654996216,0.7238922923493375,0.0,0.49985767654996216,0.7238922923493375,0.0,0.49985767654996216,0.7238922923493375,0.0,0.585499077483726,0.7170537113548938,0.109849716291366,0.585499077483726,0.7170537113548938,0.109849716291366,0.585499077483726,0.7170537113548938,0.109849716291366,94.86533740222065,0.6399319629373834,0.6619176520871919,0.19321924907774557
451,0.6092184368737475,0.012,55.60000000000001,278.0,44.4,222.0,2.0,2.0,6.0,500.0,32.0,32.0,2.0,4.0,33.33333333333333,6.4,1.0666666666666667,33.33333333333333,66.66666666666666,0.8501523105839652,0.128,0.7329951271610707,0.9980394063127876,0.012,0.9757611014155516,0.9934943936742497,0.006,0.9878640776699029,0.99093240356837,0.8501523105839652,0.128,0.7329951271610707,2.386250865029827,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.8569778803964256,-0.39813709198252356,100.15199999999999,0.93376414483082,10.0,0.44614225860053713,15.456347996430914,1.6838391752619717,-0.4494667691339791,69.54329957805906,0.415267488465,3.0548302528717963,4.25,0.18305241588218502,15.395027387661761,1.0,-0.5007964462854346,38.93459915611814,0.00116914960135,2.0,-0.08003742683616712,15.333706778892608,0.9978125607622009,0.02,0.9596748177301762,1.0,-0.5007964462854346,38.93459915611814,0.00116914960135,-0.08003742683616712,15.333706778892608,1.1945396453894892,-0.4494667691339791,69.54329957805906,0.31086917096283,0.18305241588218502,15.395027387661761,2.8569778803964256,-0.39813709198252356,100.15199999999999,0.93376414483082,0.44614225860053713,15.456347996430914,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9466264825977058,0.118,0.7666139240506329,0.9884956899345388,0.016,0.9675640609795654,0.9884956899345388,0.016,0.9675640609795654,3.8622100754188224,0.977080497763951,0.022,0.9556222566485928
454,0.830470500373413,0.012686567164179104,90.67164179104478,1215.0,4.253731343283582,57.0,0.0,3.0,17.0,1340.0,20.0,20.0,15.0,2.0,0.0,1.4925373134328357,0.08779631255487269,88.23529411764706,11.76470588235294,0.7322241366331184,0.08432835820895522,0.4418313181952225,0.7322241366331184,0.08432835820895522,0.4418313181952225,0.7322241366331184,0.08432835820895522,0.4418313181952225,0.5400978590902226,0.8463216676547555,0.09328358208955224,0.0,49.97816806853682,0.7379923166323268,0.08208955223880597,0.4542095109732028,0.7379923166323268,0.08208955223880597,0.4542095109732028,0.7379923166323268,0.08208955223880597,0.4542095109732028,2.425668852801949,8.03249062149215,4534.612686567164,0.01080667579391,7.0,2.4656389038958446,2094.191123804227,2.425668852801949,2.1412222749209304,637.4240550806572,0.01080667579391,223.46022246442445,5.0,0.8335889988230164,324.92966790949765,2.425668852801949,0.2523895391254345,0.2687738805970149,0.01080667579391,3.0,-1.8663891071518195,0.025192884084429993,0.9505150531149896,0.15970149253731344,0.4238689741910336,2.425668852801949,0.6304206769153993,0.9663701492537313,0.01080667579391,0.4861180401193656,0.06056474888614795,2.425668852801949,1.0929791300745273,203.22537313432835,0.01080667579391,0.9564090413257389,116.57605266414018,2.425668852801949,3.550029422261427,635.3134328358208,0.01080667579391,1.517274889777313,376.400804482129,0.8524888908484827,0.07611940298507462,0.4416415770316478,0.8524888908484827,0.07611940298507462,0.4416415770316478,0.8524888908484827,0.07611940298507462,0.4416415770316478,0.7624240000950409,0.09477611940298507,0.44946946169772267,0.7624240000950409,0.09477611940298507,0.44946946169772267,0.7624240000950409,0.09477611940298507,0.44946946169772267,2.8284271247461903,0.7604723868488261,0.08507462686567165,0.47854938693028193
455,0.6222222222222222,0.019704433497536946,62.5615763546798,254.0,17.980295566502463,73.0,0.0,3.0,8.0,406.0,14.0,14.0,6.0,2.0,0.0,3.4482758620689653,0.43103448275862066,75.0,25.0,0.8646223054497627,0.23891625615763548,0.5463321352870704,0.8646223054497627,0.23891625615763548,0.5463321352870704,0.8646223054497627,0.23891625615763548,0.5463321352870704,1.3279423646128548,0.8503423509532088,0.3374384236453202,0.4269436030578393,3.4274870267475386,0.87283163650517,0.2044334975369458,0.6162090133594523,0.87283163650517,0.2044334975369458,0.6162090133594523,0.87283163650517,0.2044334975369458,0.6162090133594523,1.5919634998167174,0.5412035120348895,2979.4137931034475,0.38743906373673,5.0,1.0340794277031036,847.0043282393508,1.5919634998167174,-0.4047003409141506,565.7052182195871,0.38743906373673,3.1089390534416474,4.0,0.4903492197701207,167.51060771271815,1.5919634998167174,-1.2003420484414267,15.51970443349754,0.38743906373673,3.0,0.020911502944778403,2.8033588163425467,0.8565315351923104,0.33497536945812806,0.44298842921849296,1.5919634998167174,-0.9157408684872395,21.515855756615586,0.38743906373673,0.1778956953353637,3.5123927131775488,1.5919634998167174,-0.6607087503797822,90.50184113300493,0.38743906373673,0.48137532095364566,23.2923817478355,1.5919634998167174,0.4152217281465038,890.9381157635465,0.38743906373673,0.77911734687577,290.44292584445424,0.8721224858190177,0.27586206896551724,0.5050074022467995,0.8721224858190177,0.27586206896551724,0.5050074022467995,0.8721224858190177,0.27586206896551724,0.5050074022467995,0.8476038070821951,0.19458128078817735,0.6317692846400239,0.8476038070821951,0.19458128078817735,0.6317692846400239,0.8476038070821951,0.19458128078817735,0.6317692846400239,1.4142135623730951,0.7625113645755847,0.27586206896551724,0.48083026967780235
458,0.9964285714285714,0.08442330558858502,37.69322235434007,317.0,6.539833531510107,55.0,0.0,4.0,71.0,841.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,98.59154929577466,1.4084507042253522,0.9388364704395656,0.08323424494649227,0.8785920221739185,0.9388364704395656,0.08323424494649227,0.8785920221739185,0.9388364704395656,0.08323424494649227,0.8785920221739185,1.787416049226166,0.7487063032184788,0.441141498216409,0.33926771420100804,,0.9389434559189358,0.08323424494649227,0.8786025372420279,0.9389434559189358,0.08323424494649227,0.8786025372420279,0.9389434559189358,0.08323424494649227,0.8786025372420279,,21.231717234335743,77.36028537455405,,4.0,4.087186736805094,31.071726420905673,,2.359129460351526,10.125242058773567,,,4.0,1.1147021119329887,5.3565260839463535,,-0.7902615862988753,0.4447086801426868,,4.0,-0.040708920607288354,0.8045103166246655,0.9956073167321633,0.014268727705112961,0.9792228968124069,,0.3616781435065046,3.127229488703934,,0.7038172484296433,2.520372968046287,,1.4141229803280546,5.030915576694409,,1.0322539044597914,3.902639766596527,,2.442383650027078,11.93638525564807,,1.339734579743372,6.2079341685674265,0.94584560250496,0.10582639714625446,0.8456546618688718,0.94584560250496,0.10582639714625446,0.8456546618688718,0.94584560250496,0.10582639714625446,0.8456546618688718,0.8864451921145452,0.15576694411414982,0.7726098137881784,0.8864451921145452,0.15576694411414982,0.7726098137881784,0.8864451921145452,0.15576694411414982,0.7726098137881784,0.0,0.9935472479387648,0.011890606420927468,0.9826989975293099
460,0.15873015873015872,0.021108179419525065,37.203166226912934,141.0,14.24802110817942,54.0,0.0,4.0,8.0,379.0,365.0,1418.0,0.0,8.0,0.0,96.30606860158312,46.76781002638523,0.0,100.0,0.5,0.4789915966386555,0.0,0.5,0.4789915966386555,0.0,0.5,0.4789915966386555,0.0,1.4416129051746336,0.5993991674316218,0.42857142857142855,0.21821460775473397,29.32455065073873,0.5795648765187006,0.4579831932773109,0.09204815903681914,0.5795648765187006,0.4579831932773109,0.09204815903681914,0.5795648765187006,0.4579831932773109,0.09204815903681914,1.548840327405826,,,0.18909428099532,3.0,,,1.1883158288791782,,,0.049160613655927145,23.17211138160613,3.0,,,0.6847047616566349,,,0.0144185287375,3.0,,,0.7153161327794427,0.38235294117647056,0.36776039234002805,1.1326496443090555,,,0.02217627176639,,,1.1468624800218576,,,0.02431488621045,,,1.3634797986543128,,,0.04626858129538,,,0.5,0.4789915966386555,0.0,0.5,0.4789915966386555,0.0,0.5,0.4789915966386555,0.0,0.6379844524087456,0.44537815126050423,0.17818750407192654,0.6379844524087456,0.44537815126050423,0.17818750407192654,0.6379844524087456,0.44537815126050423,0.17818750407192654,0.0,0.6571500106305023,0.39915966386554624,0.3351173322354878
466,0.9970501474926253,0.04411764705882353,52.05882352941177,177.0,47.94117647058824,163.0,2.0,2.0,15.0,340.0,228.0,834.0,12.0,3.0,13.333333333333334,67.05882352941175,16.35294117647059,80.0,20.0,0.8540605178330041,0.2411764705882353,0.5075075075075075,0.8540605178330041,0.2411764705882353,0.5075075075075075,0.8540605178330041,0.2411764705882353,0.5075075075075075,0.9987766081837129,0.5755086478804894,0.4,0.17129646223878997,66.81171183792779,0.8112023846660428,0.2529411764705882,0.4907875030476125,0.8112023846660428,0.2529411764705882,0.4907875030476125,0.8112023846660428,0.2529411764705882,0.4907875030476125,1.3852945176959766,2.7138622943559754,134.67941176470583,0.02920871176705,3.0,0.30199316464702247,89.37703201695801,1.178969805513629,0.4784980761712919,11.978481991780992,0.014949124647585,77.86547428742519,2.3333333333333335,-0.034557428006484175,7.564040096730637,0.9726450933312815,-1.4397531431853063,0.8104375,0.00068953752812,2.0,-0.5598337243776815,0.11752446900104992,0.5973103185331531,0.4264705882352941,0.13913529370678215,0.9726450933312815,0.0851818881004609,0.8189850179529168,0.00068953752812,-0.10947899917001938,0.12265312362655827,1.178969805513629,0.38577033041610065,0.8260770949345857,0.014949124647585,-0.030790174593084238,0.12684695364978754,1.3852945176959766,0.8703486615649738,0.8315790472866118,0.02920871176705,0.13925718560353684,0.13115932652248583,0.8309580970789066,0.23529411764705882,0.5246915737601788,0.8309580970789066,0.23529411764705882,0.5246915737601788,0.8309580970789066,0.23529411764705882,0.5246915737601788,0.7569329333064201,0.28823529411764703,0.4214273311338775,0.7569329333064201,0.28823529411764703,0.4214273311338775,0.7569329333064201,0.28823529411764703,0.4214273311338775,0.5773502691896258,0.5669474195001907,0.4294117647058823,0.13467907819963038
470,0.5454545454545454,0.01488095238095238,66.66666666666666,448.0,33.33333333333333,224.0,1.0,2.0,10.0,672.0,666.0,1200.0,5.0,5.0,10.0,99.10714285714286,17.857142857142858,50.0,50.0,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.9182958340544896,0.625129544005102,0.3333333333333333,0.0,48.791652210823095,0.5496004065688775,0.3273809523809524,0.11051212938005411,0.5496004065688775,0.3273809523809524,0.11051212938005411,0.5496004065688775,0.3273809523809524,0.11051212938005411,4.654144207343773,0.5629967337657846,90.0,0.03446761121749,28.0,0.8474134094815319,9.96548215022994,2.46903405393586,-0.3634711692420626,28.800744047619048,0.018820757085385,130.1867552795288,12.6,0.3391636553707378,5.649864683884341,-0.0,-1.5022388059699858,5.310267857142855,0.0,1.0,-0.01611773952570214,0.8171047721337914,0.6411232461734694,0.33035714285714285,0.16541353383458643,0.14288500188494896,-1.365406436354201,7.0963541666666625,0.0017772654493725,-0.00805886976285107,2.0656352681257735,2.6109960041998335,-0.12015247154469133,16.85714285714286,0.020407708562025,0.41560607715942577,4.879732835400601,4.653221155722798,0.5168047490213901,56.476934523809526,0.034277297244757504,0.6481649696099826,9.61916002388478,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.5484644052933674,0.37351190476190477,0.12135355892648783,0.5484644052933674,0.37351190476190477,0.12135355892648783,0.5484644052933674,0.37351190476190477,0.12135355892648783,14.099645385611653,0.4609375,0.5,-0.07462686567164176
473,0.998211091234347,0.01251788268955651,24.320457796852647,680.0,9.799713876967097,274.0,0.0,6.0,35.0,2796.0,2795.0,68100.0,32.0,3.0,0.0,99.96423462088698,69.58920907418762,91.42857142857143,8.571428571428571,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.520381525526838,0.805910325289743,0.5507868383404864,0.29000897002954834,1.9574574097710105,0.9984942595792062,0.002503576537911302,0.9969417383339317,0.9984942595792062,0.002503576537911302,0.9969417383339317,0.9984942595792062,0.002503576537911302,0.9969417383339317,5.575768425002006,88.42760805467752,1398.5,2.52038152552684,57.0,6.527731016986124,807.2800009909821,4.290535543477825,5.185923235131458,46.42873106688185,1.28757924077729,2.332249703628105,24.333333333333336,1.2712246457439738,27.70324490917017,3.0053026619536443,-1.2000000000001374,0.3,0.05477695602774,6.0,0.0,0.0,0.9845267489651517,0.048283261802575105,0.940944567748218,3.0053026619536443,-0.5510357700029627,1.1911764705882353,0.05477695602774,0.40445241323865483,0.9253482715498748,4.290535543477825,-0.24599364874759977,3.00820289561608,1.28757924077729,0.7189286818392512,2.3490326376318156,5.575768425002006,3.157627478768062,4.151881976542081,2.52038152552684,1.7932872344066855,2.914929740410355,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9835649312317288,0.0611587982832618,0.9253212243535567,0.9835649312317288,0.0611587982832618,0.9253212243535567,0.9835649312317288,0.0611587982832618,0.9253212243535567,28.36077102854105,0.534386437882902,0.7678826895565093,0.07143458197779246
1024,0.9992844364937388,0.01251788268955651,75.67954220314735,2116.0,24.320457796852647,680.0,1.0,2.0,35.0,2796.0,2795.0,68100.0,32.0,3.0,2.857142857142857,99.96423462088698,69.58920907418762,91.42857142857143,8.571428571428571,0.9990284109863226,0.000715307582260372,0.9980568219726454,0.9990284109863226,0.000715307582260372,0.9980568219726454,0.9990284109863226,0.000715307582260372,0.9980568219726454,0.8003288905088715,0.8369565217391305,0.24320457796852646,0.0,1.9789477028306812,0.9990284109863226,0.000715307582260372,0.9980568219726454,0.9990284109863226,0.000715307582260372,0.9980568219726454,0.9990284109863226,0.000715307582260372,0.9980568219726454,5.575768425002006,88.42760805467752,1398.5,0.80032889050887,57.0,6.527731016986124,807.2800009909821,4.290535543477825,5.185923235131458,46.42873106688185,0.404421445480385,9.609070293939004,23.0,1.2712246457439738,27.70324490917017,3.0053026619536443,-1.2000000000001374,0.3,0.0085140004519,2.0,0.0,0.0,0.9817467705966507,0.03469241773962804,0.90809475851543,3.0053026619536443,-0.5510357700029627,1.1911764705882353,0.0085140004519,0.40445241323865483,0.9253482715498748,4.290535543477825,-0.24599364874759977,3.00820289561608,0.404421445480385,0.7189286818392512,2.3490326376318156,5.575768425002006,3.157627478768062,4.151881976542081,0.80032889050887,1.7932872344066855,2.914929740410355,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9966264578577806,0.010014306151645207,0.972741098935382,0.9966264578577806,0.010014306151645207,0.972741098935382,0.9966264578577806,0.010014306151645207,0.972741098935382,29.715315916207253,0.4974535750027799,0.24856938483547925,-0.007599436679311942
